docid,words,ner_tags,text,labels
4147301,"['Evaluation' 'de' ""l'"" 'aptine' 'un' 'nouveau' 'bloqueur' 'adrénergique'
 'bèta' 'dans' ""l'"" 'angine' 'de' 'poitrine' '.']",[0 0 0 5 0 0 5 5 5 0 0 1 0 3 0],Evaluation de l' aptine un nouveau bloqueur adrénergique bèta dans l' angine de poitrine .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'CHEM', 'CHEM', 'CHEM', 'O', 'O', 'DISO', 'O', 'ANAT', 'O']"
11685138,['Pancytopénie' 'et' 'anorexie' '.'],[1 0 1 0],Pancytopénie et anorexie .,"['DISO', 'O', 'DISO', 'O']"
16562603,"['Aspects' 'cliniques' 'et' 'génétiques' 'du' 'syndrome' ""d'"" 'Alport' '.']",[0 0 0 0 0 1 0 0 0],Aspects cliniques et génétiques du syndrome d' Alport .,"['O', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O']"
8762260,"['Rôle' 'du' 'chirurgien' 'dans' 'le' 'dépistage' 'du' 'cancer' 'du'
 'sein' '.']",[0 0 4 0 0 2 0 1 0 3 0],Rôle du chirurgien dans le dépistage du cancer du sein .,"['O', 'O', 'LIVB', 'O', 'O', 'PROC', 'O', 'DISO', 'O', 'ANAT', 'O']"
5367441,"['Catadioptrique' 'de' ""l'"" 'oeil' 'compose' '.']",[0 0 0 3 0 0],Catadioptrique de l' oeil compose .,"['O', 'O', 'O', 'ANAT', 'O', 'O']"
5097693,['Chirurgie' 'orbito' '-' 'cranienne' '.'],[2 0 0 0 0],Chirurgie orbito - cranienne .,"['PROC', 'O', 'O', 'O', 'O']"
5584930,"['Bilan' ""d'"" 'une' 'experience' 'en' 'externat' 'medico' '-'
 'pedagogique' '.']",[0 0 0 0 0 0 0 0 0 0],Bilan d' une experience en externat medico - pedagogique .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13305192,"['Le' 'médecin' 'qui' ""n'"" 'est' 'pas' 'tout' 'a' 'fait' 'un' 'homme'
 'comme' 'les' 'autres' '.']",[0 4 0 0 0 0 0 0 0 0 0 4 0 0 0],Le médecin qui n' est pas tout a fait un homme comme les autres .,"['O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O']"
134763,"['Motricité' 'du' 'tractus' 'génital' 'femelle' '(' 'T' '.' 'G' '.' 'F'
 '.' ')' 'chez' 'les' 'mammifères' '.' 'Corrélations' 'hormonales']",[0 0 3 3 3 0 3 3 3 3 3 0 0 0 0 4 0 0 5],Motricité du tractus génital femelle ( T . G . F . ) chez les mammifères . Corrélations hormonales,"['O', 'O', 'ANAT', 'ANAT', 'ANAT', 'O', 'ANAT', 'ANAT', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'CHEM']"
7846467,"['La' 'conisation' 'cervicale' 'dans' 'la' 'dysplasie' 'et' 'le'
 'carcinome' 'in' 'situ' '.' 'Place' 'du' 'curetage' 'utérin'
 'concomitant' '.']",[0 2 2 0 0 1 0 0 1 1 1 0 0 0 2 2 0 0],La conisation cervicale dans la dysplasie et le carcinome in situ . Place du curetage utérin concomitant .,"['O', 'PROC', 'PROC', 'O', 'O', 'DISO', 'O', 'O', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'PROC', 'PROC', 'O', 'O']"
16008137,"['La' 'validation' 'des' 'acquis' ""d'"" 'expérience' ',' 'opportunité' 'ou'
 'menace' 'pour' 'les' 'professions' 'de' 'santé' '?' 'Le' 'cas'
 'particulier' 'des' 'infirmier' '(' 'ere' ')' 's' 'de' 'bloc'
 'opératoire' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 0 0 0 0],"La validation des acquis d' expérience , opportunité ou menace pour les professions de santé ? Le cas particulier des infirmier ( ere ) s de bloc opératoire .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'LIVB', 'LIVB', 'LIVB', 'LIVB', 'O', 'O', 'O', 'O']"
14666750,"['Utilisation' 'des' 'antibiotiques' 'chez' 'les' 'animaux' 'de' 'rente'
 '.']",[0 0 5 0 0 4 0 0 0],Utilisation des antibiotiques chez les animaux de rente .,"['O', 'O', 'CHEM', 'O', 'O', 'LIVB', 'O', 'O', 'O']"
13298315,"['Appareil' ""d'"" 'extension' 'à' 'vis' 'modifié' '.']",[9 9 9 0 0 0 0],Appareil d' extension à vis modifié .,"['OTHER', 'OTHER', 'OTHER', 'O', 'O', 'O', 'O']"
8246436,['La' 'qualité' 'des' 'soins' 'donnés' 'à' 'la' 'patiente' 'A' '.'],[0 0 0 2 0 0 0 0 0 0],La qualité des soins donnés à la patiente A .,"['O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O']"
3518009,"['Toxicologie' 'génétique' 'et' 'médecine' 'du' 'travail' ':'
 'perspectives' ""d'"" 'applications' '.']",[0 0 0 0 0 0 0 0 0 0 0],Toxicologie génétique et médecine du travail : perspectives d' applications .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3865506,['La' 'chirurgie' 'mucogingivale' '.'],[0 2 0 0],La chirurgie mucogingivale .,"['O', 'PROC', 'O', 'O']"
2089594,"['En' 'Allemagne' ""d'"" 'abord' 'les' 'soins' 'du' 'corps' '.']",[0 8 0 0 0 0 0 3 0],En Allemagne d' abord les soins du corps .,"['O', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'ANAT', 'O']"
5245451,['Psoriasis' 'buccal' '.'],[1 3 0],Psoriasis buccal .,"['DISO', 'ANAT', 'O']"
6032395,"[""L'"" 'impédance' 'acoustique' 'des' 'prothèses' 'de' ""l'"" 'oreille'
 'moyenne' '.']",[0 0 7 0 9 0 0 3 0 0],L' impédance acoustique des prothèses de l' oreille moyenne .,"['O', 'O', 'OTHER', 'O', 'OTHER', 'O', 'O', 'ANAT', 'O', 'O']"
9814045,"['Une' 'patiente' 'célèbre' ':' 'Marie' 'Duplessis' ',' 'la' 'Dame' 'aux'
 'camélias' '.']",[0 4 0 0 0 0 0 0 0 0 0 0],"Une patiente célèbre : Marie Duplessis , la Dame aux camélias .","['O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14076603,['FRACTURES' 'DE' 'LA' 'T' 'ÉTÉ' 'RADIALE' '.'],[1 0 0 3 3 3 0],FRACTURES DE LA T ÉTÉ RADIALE .,"['DISO', 'O', 'O', 'ANAT', 'ANAT', 'ANAT', 'O']"
5731449,"['Les' 'stimulateurs' 'électroques' 'miniaturisés' 'de' 'nerfs'
 'périphériques' '.' 'Leur' 'intérét' 'clinique' '.']",[0 9 0 9 0 3 0 0 0 0 0 0],Les stimulateurs électroques miniaturisés de nerfs périphériques . Leur intérét clinique .,"['O', 'OTHER', 'O', 'OTHER', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O']"
10774493,"['Prévalence' 'des' 'marqueurs' 'des' 'virus' 'des' 'hépatites' 'A' ','
 'B' ',' 'C' 'à' 'La' 'Réunion' '(' 'Hôpital' 'sud' 'et' 'prison' 'de'
 'Saint' 'Pierre' ')' '.']",[0 0 5 0 4 0 1 1 0 0 0 0 0 8 8 0 0 0 0 0 0 0 0 0 0],"Prévalence des marqueurs des virus des hépatites A , B , C à La Réunion ( Hôpital sud et prison de Saint Pierre ) .","['O', 'O', 'CHEM', 'O', 'LIVB', 'O', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'GEOG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5385883,"['Le' 'dépistage' 'et' 'le' 'diagnostic' 'précoce' 'des' 'tumeurs' 'en'
 'gynécologie' '.']",[0 2 0 0 2 0 0 1 0 0 0],Le dépistage et le diagnostic précoce des tumeurs en gynécologie .,"['O', 'PROC', 'O', 'O', 'PROC', 'O', 'O', 'DISO', 'O', 'O', 'O']"
1859110,"['Ischémie' 'intestinale' 'après' 'chirurgie' 'de' ""l'"" 'aorte' 'sous' '-'
 'rénale' '.' 'A' 'propos' 'de' 'treize' 'cas' '.']",[1 3 0 0 0 0 3 3 3 3 0 0 0 0 0 0 0],Ischémie intestinale après chirurgie de l' aorte sous - rénale . A propos de treize cas .,"['DISO', 'ANAT', 'O', 'O', 'O', 'O', 'ANAT', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9809143,"['Développement' ""d'"" 'un' 'ventricule' 'droit' 'à' 'double' 'chambre'
 'après' 'fermeture' 'chirurgicale' ""d'"" 'une' 'communication'
 'interventriculaire' '.']",[0 0 0 3 0 0 0 0 0 2 2 0 0 1 1 0],Développement d' un ventricule droit à double chambre après fermeture chirurgicale d' une communication interventriculaire .,"['O', 'O', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'PROC', 'PROC', 'O', 'O', 'DISO', 'DISO', 'O']"
5746678,"['Contraception' 'intra' '-' 'utérine' 'par' 'les' 'appareils'
 'plastiques' 'intra' '-' 'utérins' '(' 'à' 'propos' 'de' '2'
 'observations' 'personnelles' ""d'"" 'échec' ')']",[ 2  3  3  3  0  0  9 10  3  3  3  0  0  0  0  0  2  0  0  0  0],Contraception intra - utérine par les appareils plastiques intra - utérins ( à propos de 2 observations personnelles d' échec ),"['PROC', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'OTHER', 'OTHER', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O']"
4197484,"['Modifications' 'du' 'spectre' ""d'"" 'amplitudes' 'de' ""l'""
 'électroencéphalogramme' 'provoquées' 'par' ""l'"" 'activité' 'mentale'
 'et' 'détectées' 'par' 'le' 'miniordinateur' '.']",[ 0  0  9  9  9  9  9  9  0  0  0  0  6  0  0  0  0 10  0],Modifications du spectre d' amplitudes de l' électroencéphalogramme provoquées par l' activité mentale et détectées par le miniordinateur .,"['O', 'O', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'O', 'O', 'O', 'O', 'PHYS', 'O', 'O', 'O', 'O', 'OTHER', 'O']"
1241806,"['Adaptation' 'de' 'la' 'microtechnique' 'de' 'fixation' 'du' 'complément'
 'au' 'diagnostic' 'de' 'la' 'peste' 'équine']",[0 0 0 2 0 2 2 2 0 2 0 0 1 4],Adaptation de la microtechnique de fixation du complément au diagnostic de la peste équine,"['O', 'O', 'O', 'PROC', 'O', 'PROC', 'PROC', 'PROC', 'O', 'PROC', 'O', 'O', 'DISO', 'LIVB']"
3448072,['Fibrose' 'pulmonaire' 'apicale' 'et' 'polyarthrite' 'rhumatoïde' '.'],[1 3 0 0 1 1 0],Fibrose pulmonaire apicale et polyarthrite rhumatoïde .,"['DISO', 'ANAT', 'O', 'O', 'DISO', 'DISO', 'O']"
710811,"['Evaluation' 'du' 'test' 'au' 'D' '-' 'xylose' 'et' 'du' 'test' 'de'
 'charge' 'orale' 'en' 'acide' 'folique' 'en' 'pathologie' 'intestinale'
 'de' ""l'"" 'adulte' '.']",[2 0 2 2 2 2 2 0 0 2 2 2 2 2 2 2 0 1 1 0 0 4 0],Evaluation du test au D - xylose et du test de charge orale en acide folique en pathologie intestinale de l' adulte .,"['PROC', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'O', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'O', 'DISO', 'DISO', 'O', 'O', 'LIVB', 'O']"
13485805,"['Allure' 'et' 'pronostic' 'des' 'tumeurs' 'malignes' 'chez' ""l'"" 'enfant'
 '.']",[0 0 0 0 1 1 0 0 4 0],Allure et pronostic des tumeurs malignes chez l' enfant .,"['O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'O', 'LIVB', 'O']"
9809377,"['La' 'sclérose' 'en' 'plaques' 'chez' ""l'"" 'enfant' '.']",[0 1 1 1 0 0 4 0],La sclérose en plaques chez l' enfant .,"['O', 'DISO', 'DISO', 'DISO', 'O', 'O', 'LIVB', 'O']"
7364894,"['Embolie' 'pulmonaire' 'massive' 'due' 'à' 'un' 'pseudo' '-' 'anévrysme'
 'post' '-' 'traumatique' 'rompu' 'de' ""l'"" 'artère' 'hépatique' 'gauche'
 ',' 'révélé' 'par' 'un' 'hématome' 'disséquant' 'et' 'sous' '-'
 'capsulaire' 'du' 'foie' 'droit' '.']",[1 3 0 0 0 0 1 1 1 1 1 1 0 0 0 3 3 3 0 0 0 0 1 0 0 0 0 0 0 3 3 0],"Embolie pulmonaire massive due à un pseudo - anévrysme post - traumatique rompu de l' artère hépatique gauche , révélé par un hématome disséquant et sous - capsulaire du foie droit .","['DISO', 'ANAT', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'DISO', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'ANAT', 'ANAT', 'O']"
18578437,"['Quand' 'la' 'barbarie' 'surgit' 'au' 'sein' 'même' 'de' 'la'
 'civilisation' '.' 'Quels' 'enjeux' 'de' 'prévention' 'primaire' 'en'
 'santé' 'communautaire' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Quand la barbarie surgit au sein même de la civilisation . Quels enjeux de prévention primaire en santé communautaire ?,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13413368,"['Production' 'de' 'tumeurs' 'malignes' '(' 'hépatomes' 'et' 'autres' ')'
 'par' 'injections' 'intrapéritonéales' ""d'"" 'or' 'radioactif' 'chez' 'le'
 'rat' 'blanc' '.']",[0 0 1 1 0 1 0 0 0 0 2 0 0 5 5 0 0 4 0 0],Production de tumeurs malignes ( hépatomes et autres ) par injections intrapéritonéales d' or radioactif chez le rat blanc .,"['O', 'O', 'DISO', 'DISO', 'O', 'DISO', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'CHEM', 'CHEM', 'O', 'O', 'LIVB', 'O', 'O']"
9684006,['Neurolupus' 'à' 'manifestations' 'démentielles' '.' 'Deux' 'cas' '.'],[1 0 0 1 0 0 0 0],Neurolupus à manifestations démentielles . Deux cas .,"['DISO', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O']"
4622359,"['Transmission' 'maternelle' 'de' 'Tetrathyridia' '(' 'Mesocestoides' ','
 'Cyclophyllidea' ')' ',' 'chez' 'la' 'souris' 'blanche' '.']",[1 4 0 0 0 4 0 4 0 0 0 0 4 0 0],"Transmission maternelle de Tetrathyridia ( Mesocestoides , Cyclophyllidea ) , chez la souris blanche .","['DISO', 'LIVB', 'O', 'O', 'O', 'LIVB', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O']"
15959437,"['Kyste' 'hydatique' 'des' 'tissus' 'mous' ':' 'apport' 'de' ""l'"" 'IRM'
 '(' 'A' 'propos' 'de' 'trois' 'observations' ')' '.']",[1 1 0 3 3 0 0 0 0 2 0 0 0 0 0 2 0 0],Kyste hydatique des tissus mous : apport de l' IRM ( A propos de trois observations ) .,"['DISO', 'DISO', 'O', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O']"
13498923,"['Etude' 'de' ""l'"" 'intoxication' 'par' ""l'"" 'antimoine' 'dans' 'les'
 'mines' 'marocaines' '.']",[2 0 0 1 0 0 5 0 0 0 0 0],Etude de l' intoxication par l' antimoine dans les mines marocaines .,"['PROC', 'O', 'O', 'DISO', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O']"
14129836,"['ANTIBIOTHÉRAPIE' 'LOCALE' 'DES' 'LÉSIONS' 'TUBERCULEUSES' '.'
 'TRAITEMENT' 'DE' 'LA' 'TUBERCULOSE' 'PULMONAIRE' 'COMMUNE' 'PAR' 'DES'
 'AÉROSOLS' ""D'"" 'ANTIBIOTIQUES' 'ET' 'DE' 'FACTEURS' 'DE' 'DIFFUSION' '.']",[ 2  0  0  1  1  0  2  0  0  1  3  0  0  0 10  0  5  0  0  0  0  0  0],ANTIBIOTHÉRAPIE LOCALE DES LÉSIONS TUBERCULEUSES . TRAITEMENT DE LA TUBERCULOSE PULMONAIRE COMMUNE PAR DES AÉROSOLS D' ANTIBIOTIQUES ET DE FACTEURS DE DIFFUSION .,"['PROC', 'O', 'O', 'DISO', 'DISO', 'O', 'PROC', 'O', 'O', 'DISO', 'ANAT', 'O', 'O', 'O', 'OTHER', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O']"
6804019,"['Comparaison' 'du' 'transport' 'hémato' '-' 'encéphalique' 'de' 'divers'
 'acides' 'aminés' 'chez' 'le' 'rat' '5' ',' '12' 'et' '12' 'jours'
 'après' 'la' 'naissance' '.']",[0 0 3 3 3 3 0 0 5 0 0 0 4 0 0 0 0 0 0 0 0 6 0],"Comparaison du transport hémato - encéphalique de divers acides aminés chez le rat 5 , 12 et 12 jours après la naissance .","['O', 'O', 'ANAT', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PHYS', 'O']"
13316376,['Cas' 'pour' 'diagnostic' '.'],[0 0 2 0],Cas pour diagnostic .,"['O', 'O', 'PROC', 'O']"
2405470,"['Diagnostic' ',' 'classification' 'et' 'pronostic' 'des' 'cancers' 'du'
 'col' 'utérin' '.']",[2 0 0 0 6 6 6 0 3 3 0],"Diagnostic , classification et pronostic des cancers du col utérin .","['PROC', 'O', 'O', 'O', 'PHYS', 'PHYS', 'PHYS', 'O', 'ANAT', 'ANAT', 'O']"
11275616,"['Etude' 'prospective' 'randomisée' 'en' 'simple' 'aveugle' 'comparant'
 'phosphate' 'de' 'sodium' 'oral' 'et' 'polyéthylène' 'glycol' 'pour' 'la'
 'préparation' 'à' 'la' 'coloscopie' '.']",[2 0 0 0 0 0 0 5 5 5 5 0 5 5 0 0 0 0 0 2 0],Etude prospective randomisée en simple aveugle comparant phosphate de sodium oral et polyéthylène glycol pour la préparation à la coloscopie .,"['PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'CHEM', 'CHEM', 'CHEM', 'O', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
4360045,"['La' 'leucémie' 'aiguë' 'de' ""l'"" 'enfant' 'et' 'le' 'sarcome' 'de'
 'Burkitt' 'ne' 'sont' '-' 'ils' 'que' 'des' 'complications' 'rares' ""d'""
 'infections' 'inévitables' 'passant' 'généralement' 'inaperçues' '.']",[0 1 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0],La leucémie aiguë de l' enfant et le sarcome de Burkitt ne sont - ils que des complications rares d' infections inévitables passant généralement inaperçues .,"['O', 'DISO', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O']"
14245748,"['POSSIBILITÉS' 'DU' 'CATHÉTÉRISME' 'BRONCHIQUE' 'SEGMENTAIRE' 'ET' 'SOUS'
 '-' 'SEGMENTAIRE' 'CONTROLÉ' 'DANS' 'LE' 'DIAGNOSTIC' 'DES' 'LÉSIONS'
 'PULMONAIRES' 'INACCESSIBLES' 'AUX' 'PRÉLÈVEMENTS' 'DIRECTS' '.']",[0 0 2 2 0 0 0 0 0 0 0 0 2 0 1 1 0 0 2 0 0],POSSIBILITÉS DU CATHÉTÉRISME BRONCHIQUE SEGMENTAIRE ET SOUS - SEGMENTAIRE CONTROLÉ DANS LE DIAGNOSTIC DES LÉSIONS PULMONAIRES INACCESSIBLES AUX PRÉLÈVEMENTS DIRECTS .,"['O', 'O', 'PROC', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'DISO', 'DISO', 'O', 'O', 'PROC', 'O', 'O']"
8560074,"['Fonction' 'des' 'muscles' 'expiratoires' 'dans' ""l'"" 'insuffisance'
 'respiratoire' 'chronique' 'obstructive' '.']",[0 0 3 3 0 0 1 1 1 0 0],Fonction des muscles expiratoires dans l' insuffisance respiratoire chronique obstructive .,"['O', 'O', 'ANAT', 'ANAT', 'O', 'O', 'DISO', 'DISO', 'DISO', 'O', 'O']"
4517257,['Traitement' 'des' 'leucémies' 'aiguës' 'myéloblastiques' '.'],[2 0 1 0 3 0],Traitement des leucémies aiguës myéloblastiques .,"['PROC', 'O', 'DISO', 'O', 'ANAT', 'O']"
11194504,"['7éme' 'conférence' 'sur' 'les' 'rétrovirus' 'et' 'les' 'infections'
 'opportunistes' '.']",[0 0 0 0 4 0 0 1 1 0],7éme conférence sur les rétrovirus et les infections opportunistes .,"['O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'DISO', 'DISO', 'O']"
6598995,"['Influence' 'des' 'malpositions' 'sur' 'la' 'rétention' 'de' 'plaque'
 'et' ""l'"" 'inflammation' 'gingivale' '.']",[0 0 1 0 0 0 0 1 0 0 1 3 0],Influence des malpositions sur la rétention de plaque et l' inflammation gingivale .,"['O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'DISO', 'ANAT', 'O']"
12108240,"['Allaitement' 'maternel' 'et' 'nutrition' 'du' 'nouveau' '-' 'né' 'et'
 'du' 'nourrisson' '.']",[6 6 0 6 0 4 4 4 0 0 4 0],Allaitement maternel et nutrition du nouveau - né et du nourrisson .,"['PHYS', 'PHYS', 'O', 'PHYS', 'O', 'LIVB', 'LIVB', 'LIVB', 'O', 'O', 'LIVB', 'O']"
9686035,"['Fasciite' 'nécrosante' 'cervicale' 'révélant' 'une' 'maladie' 'à' 'VIH'
 '.']",[1 1 3 0 0 1 0 4 0],Fasciite nécrosante cervicale révélant une maladie à VIH .,"['DISO', 'DISO', 'ANAT', 'O', 'O', 'DISO', 'O', 'LIVB', 'O']"
4122908,"['Rôle' 'de' 'la' 'force' 'ionique' 'dans' 'la' 'photosensibilisation'
 'du' 'DNA' 'par' 'la' 'proflavine' '.']",[0 0 0 0 5 0 0 1 0 5 0 0 5 0],Rôle de la force ionique dans la photosensibilisation du DNA par la proflavine .,"['O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'DISO', 'O', 'CHEM', 'O', 'O', 'CHEM', 'O']"
2237156,"['Les' 'tumeurs' 'séreuses' 'de' ""l'"" 'ovaire' 'à' 'malignité' 'limite'
 '.' 'Mise' 'au' 'point' 'à' 'partir' ""d'"" 'une' 'revue' 'de' 'la'
 'littérature' 'internationale' 'à' 'propos' ""d'"" 'un' 'cas' '.']",[0 1 0 0 0 3 0 1 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Les tumeurs séreuses de l' ovaire à malignité limite . Mise au point à partir d' une revue de la littérature internationale à propos d' un cas .,"['O', 'DISO', 'O', 'O', 'O', 'ANAT', 'O', 'DISO', 'O', 'O', 'PROC', 'PROC', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
8360449,"[""L'"" 'autonomie' 'de' 'la' 'pratique' 'de' ""l'"" 'échographie' 'confirmée'
 'par' 'la' 'Cour' 'de' 'cassation' '(' 'Arrêt' 'du' '5' '.' '4' '.'
 '1993' ')' '.']",[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],L' autonomie de la pratique de l' échographie confirmée par la Cour de cassation ( Arrêt du 5 . 4 . 1993 ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7441478,['Médicaments' 'et' 'risques' 'tératogènes' '.'],[5 0 0 5 0],Médicaments et risques tératogènes .,"['CHEM', 'O', 'O', 'CHEM', 'O']"
7154666,"['Action' 'de' 'la' 'chlorpromazine' 'sur' 'les' 'sécrétions'
 'surrénalienne' 'de' 'corticostérone' 'et' 'hypophysaire' 'de'
 'prolactine' '.']",[0 0 0 5 0 0 6 6 0 5 0 3 0 5 0],Action de la chlorpromazine sur les sécrétions surrénalienne de corticostérone et hypophysaire de prolactine .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'PHYS', 'PHYS', 'O', 'CHEM', 'O', 'ANAT', 'O', 'CHEM', 'O']"
5294216,"['A' 'propos' 'des' 'enfants' '-' 'sauvages' 'et' 'des' 'enfants' '-'
 'loups' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],A propos des enfants - sauvages et des enfants - loups .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
20858336,"['Approche' 'socio' '-' 'historique' 'de' 'la' 'lutte' 'contre' 'les'
 'infections' 'nosocomiales' 'en' 'France' '.']",[0 0 0 0 0 0 0 0 0 1 1 0 8 0],Approche socio - historique de la lutte contre les infections nosocomiales en France .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'GEOG', 'O']"
20120310,"['A' 'la' 'défense' 'de' 'Shannon' '.' 'La' 'cause' 'de' 'Marie' '-'
 'Paule' 'Spieser' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],A la défense de Shannon . La cause de Marie - Paule Spieser .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5855094,"['Statistiques' 'trimestrielles' 'de' 'cause' 'de' 'décès' '.' '('
 'Département' 'de' 'la' 'Seine' ')']",[0 0 0 1 1 1 0 0 0 0 0 0 0],Statistiques trimestrielles de cause de décès . ( Département de la Seine ),"['O', 'O', 'O', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
9686083,['Episode' 'psychotique' 'aigu' 'induit' 'par' 'le' 'Qât' '.'],[1 1 0 0 0 0 5 0],Episode psychotique aigu induit par le Qât .,"['DISO', 'DISO', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
5844850,"['Sur' ""l'"" 'historique' 'des' 'implantations' 'urétéro' '-' 'calcielles'
 '.']",[0 0 0 0 2 0 0 0 0],Sur l' historique des implantations urétéro - calcielles .,"['O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O']"
10361460,"['Migration' 'et' 'douleur' '.' 'Nécessité' ""d'"" 'une' 'recherche'
 'épidémiologique' '.']",[6 0 1 0 0 0 0 2 2 0],Migration et douleur . Nécessité d' une recherche épidémiologique .,"['PHYS', 'O', 'DISO', 'O', 'O', 'O', 'O', 'PROC', 'PROC', 'O']"
4769583,['Lésions' 'cutanées' 'et' 'agglutinines' 'froides' '.'],[1 3 0 5 7 0],Lésions cutanées et agglutinines froides .,"['DISO', 'ANAT', 'O', 'CHEM', 'OTHER', 'O']"
3498430,"['Diagnostic' 'moléculaire' 'des' 'myopathies' 'de' 'Duchenne' 'et' 'de'
 'Becker' '.' 'Données' 'actuelles' '.']",[ 1 10  0  1  0  1  0  0  1  0  0  0  0],Diagnostic moléculaire des myopathies de Duchenne et de Becker . Données actuelles .,"['DISO', 'OTHER', 'O', 'DISO', 'O', 'DISO', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O']"
